Date,CountryCode,CountryName,StringencyIndex,excess_mort
2022-01-10,ABW,Aruba,41.67,283.5645860881695
2022-01-17,ABW,Aruba,,288.9765678731695
2020-01-01,AFG,Afghanistan,0.0,-0.1255087540000022
2020-01-06,AFG,Afghanistan,0.0,-0.2510175080000045
2020-01-13,AFG,Afghanistan,0.0,-0.3765262620000068
2020-01-20,AFG,Afghanistan,0.0,-0.4204413220000086
2020-01-27,AFG,Afghanistan,0.0,-0.4901873550000105
2020-02-03,AFG,Afghanistan,0.0,-0.5394831050000122
2020-02-10,AFG,Afghanistan,0.0,-0.6609983870000147
2020-02-17,AFG,Afghanistan,0.0,-0.7062092800000165
2020-02-24,AFG,Afghanistan,8.33,-0.6965830830000185
2020-03-02,AFG,Afghanistan,27.78,-0.8432816280000209
2020-03-09,AFG,Afghanistan,27.78,-0.9844494870000232
2020-03-16,AFG,Afghanistan,38.89,-0.3873844100000245
2020-03-23,AFG,Afghanistan,41.67,-0.0821359070000268
2020-03-30,AFG,Afghanistan,67.59,-0.1371596240000287
2020-04-06,AFG,Afghanistan,78.7,-0.238053760000031
2020-04-13,AFG,Afghanistan,84.26,0.1371902279999663
2020-04-20,AFG,Afghanistan,84.26,0.5068646589999636
2020-04-27,AFG,Afghanistan,84.26,0.93138959199996
2020-05-04,AFG,Afghanistan,84.26,1.4607597269999597
2020-05-11,AFG,Afghanistan,84.26,2.10267109499996
2020-05-18,AFG,Afghanistan,84.26,3.36261687999995
2020-05-25,AFG,Afghanistan,84.26,4.591841526999942
2020-06-01,AFG,Afghanistan,84.26,6.098495416999934
2020-06-08,AFG,Afghanistan,84.26,7.816086095999926
2020-06-15,AFG,Afghanistan,78.7,9.93098856399993
2020-06-22,AFG,Afghanistan,78.7,12.015796911999937
2020-06-29,AFG,Afghanistan,78.7,14.049111166999936
2020-07-06,AFG,Afghanistan,78.7,16.235219629999936
2020-07-13,AFG,Afghanistan,78.7,18.62285449499993
2020-07-20,AFG,Afghanistan,78.7,20.744939802999937
2020-07-27,AFG,Afghanistan,78.7,21.93170573999993
2020-08-03,AFG,Afghanistan,78.7,23.686748707999936
2020-08-10,AFG,Afghanistan,71.3,25.15745621199993
2020-08-17,AFG,Afghanistan,60.19,26.34298362499992
2020-08-24,AFG,Afghanistan,48.15,27.68071644799992
2020-08-31,AFG,Afghanistan,21.3,29.996669226999927
2020-09-07,AFG,Afghanistan,21.3,31.53564420299992
2020-09-14,AFG,Afghanistan,21.3,33.057748156999914
2020-09-21,AFG,Afghanistan,21.3,34.464616178999904
2020-09-28,AFG,Afghanistan,28.7,35.9805288429999
2020-10-05,AFG,Afghanistan,25.0,37.46944937399989
2020-10-12,AFG,Afghanistan,16.67,39.012813790999886
2020-10-19,AFG,Afghanistan,16.67,40.57802076299989
2020-10-26,AFG,Afghanistan,16.67,41.97819485299988
2020-11-02,AFG,Afghanistan,9.26,43.38025076699988
2020-11-09,AFG,Afghanistan,12.04,45.57229361299987
2020-11-16,AFG,Afghanistan,12.04,47.31247159799988
2020-11-23,AFG,Afghanistan,12.04,49.04870637799988
2020-11-30,AFG,Afghanistan,12.04,50.889417053999885
2020-12-07,AFG,Afghanistan,12.04,53.13297240999989
2020-12-14,AFG,Afghanistan,12.04,54.47461021099989
2020-12-21,AFG,Afghanistan,12.04,56.398966567999885
2020-12-28,AFG,Afghanistan,12.04,57.67258579599989
2021-01-04,AFG,Afghanistan,12.04,58.92851901999988
2021-01-11,AFG,Afghanistan,12.04,60.18300028999988
2021-01-18,AFG,Afghanistan,12.04,61.20830334499988
2021-01-25,AFG,Afghanistan,12.04,62.23327312299986
2021-02-01,AFG,Afghanistan,12.04,63.44358813799987
2021-02-08,AFG,Afghanistan,12.04,64.44225892999987
2021-02-15,AFG,Afghanistan,12.04,65.47218367899985
2021-02-22,AFG,Afghanistan,12.04,66.50846670999985
2021-03-01,AFG,Afghanistan,12.04,67.67271305199984
2021-03-08,AFG,Afghanistan,12.04,68.82780447899984
2021-03-15,AFG,Afghanistan,30.56,69.98115409599984
2021-03-22,AFG,Afghanistan,30.56,71.12469237299985
2021-03-29,AFG,Afghanistan,26.85,72.64063628499984
2021-04-05,AFG,Afghanistan,26.85,74.38852659699984
2021-04-12,AFG,Afghanistan,26.85,76.30581373799986
2021-04-19,AFG,Afghanistan,26.85,77.96046410599986
2021-04-26,AFG,Afghanistan,26.85,79.58002243099986
2021-05-03,AFG,Afghanistan,26.85,82.27398567499986
2021-05-10,AFG,Afghanistan,26.85,85.64317048699988
2021-05-17,AFG,Afghanistan,26.85,89.65448158099987
2021-05-24,AFG,Afghanistan,54.63,95.49642102699988
2021-05-31,AFG,Afghanistan,41.67,100.39577917599983
2021-06-07,AFG,Afghanistan,41.67,104.18201740099984
2021-06-14,AFG,Afghanistan,46.3,108.28895286999982
2021-06-21,AFG,Afghanistan,46.3,112.4556264369998
2021-06-28,AFG,Afghanistan,46.3,116.5980818169998
2021-07-05,AFG,Afghanistan,46.3,120.7330330009998
2021-07-12,AFG,Afghanistan,56.02,124.73137447399978
2021-07-19,AFG,Afghanistan,56.02,128.23073310599978
2021-07-26,AFG,Afghanistan,52.31,132.42938096499975
2021-08-02,AFG,Afghanistan,52.31,136.64588702099977
2021-08-09,AFG,Afghanistan,52.31,139.43570001199976
2021-08-16,AFG,Afghanistan,22.22,141.55328609099976
2021-08-23,AFG,Afghanistan,22.22,143.84333446699975
2021-08-30,AFG,Afghanistan,18.52,146.51017987199975
2021-09-06,AFG,Afghanistan,18.52,148.68313375999978
2021-09-13,AFG,Afghanistan,18.52,150.96847733099978
2021-09-20,AFG,Afghanistan,35.19,152.9028597109998
2021-09-27,AFG,Afghanistan,35.19,154.77305425399982
2021-10-04,AFG,Afghanistan,35.19,156.3896472529998
2021-10-11,AFG,Afghanistan,35.19,158.2230355159998
2021-10-18,AFG,Afghanistan,30.56,159.75529348799978
2021-10-25,AFG,Afghanistan,27.78,161.2571566199998
2021-11-01,AFG,Afghanistan,27.78,162.7417744749998
2021-11-08,AFG,Afghanistan,27.78,164.0088558289998
2021-11-15,AFG,Afghanistan,27.78,165.2431487279998
2021-11-22,AFG,Afghanistan,27.78,166.6507415229998
2021-11-29,AFG,Afghanistan,27.78,167.8850344219998
2021-12-06,AFG,Afghanistan,27.78,169.1215135609998
2021-12-13,AFG,Afghanistan,27.78,170.33293575899978
2021-12-20,AFG,Afghanistan,19.44,171.51290022299978
2021-12-27,AFG,Afghanistan,19.44,172.59626588399976
2022-01-03,AFG,Afghanistan,19.44,173.56350468099978
2022-01-10,AFG,Afghanistan,19.44,174.34030586699978
2022-01-17,AFG,Afghanistan,,175.11710705299976
2020-01-01,AGO,Angola,0.0,0.1181954759999982
2020-01-06,AGO,Angola,0.0,0.2363909519999965
2020-01-13,AGO,Angola,0.0,0.3545864279999947
2020-01-20,AGO,Angola,0.0,0.4594114629999932
2020-01-27,AGO,Angola,0.0,0.5750383379999915
2020-02-03,AGO,Angola,0.0,0.6893738949999895
2020-02-10,AGO,Angola,5.56,0.7642002689999877
2020-02-17,AGO,Angola,5.56,0.8569506749999861
2020-02-24,AGO,Angola,5.56,0.9587052019999848
2020-03-02,AGO,Angola,8.33,1.165620028999983
2020-03-09,AGO,Angola,8.33,0.9718575159999808
2020-03-16,AGO,Angola,8.33,0.8877690009999792
2020-03-23,AGO,Angola,11.11,0.6401637129999765
2020-03-30,AGO,Angola,90.74,0.1521228099999752
2020-04-06,AGO,Angola,90.74,-0.1896969130000275
2020-04-13,AGO,Angola,90.74,-0.4073701940000291
2020-04-20,AGO,Angola,90.74,-0.4702597130000306
2020-04-27,AGO,Angola,78.7,-0.4905490380000322
2020-05-04,AGO,Angola,78.7,-0.566116537000034
2020-05-11,AGO,Angola,75.93,-0.6195222950000356
2020-05-18,AGO,Angola,81.48,-0.6856415720000372
2020-05-25,AGO,Angola,81.48,0.3437125579999546
2020-06-01,AGO,Angola,77.78,0.2744830199999528
2020-06-08,AGO,Angola,75.93,1.3063893289999435
2020-06-15,AGO,Angola,75.93,2.449378147999933
2020-06-22,AGO,Angola,75.93,3.5795808019999216
2020-06-29,AGO,Angola,75.93,4.786107430999911
2020-07-06,AGO,Angola,75.93,5.354242221999911
2020-07-13,AGO,Angola,76.39,5.93659891299991
2020-07-20,AGO,Angola,76.39,6.553207611999909
2020-07-27,AGO,Angola,76.39,7.254007403999908
2020-08-03,AGO,Angola,79.17,7.851251442999907
2020-08-10,AGO,Angola,79.17,8.440915006999909
2020-08-17,AGO,Angola,79.17,9.4910542649999
2020-08-24,AGO,Angola,76.39,10.476675719999887
2020-08-31,AGO,Angola,76.39,11.323944918999883
2020-09-07,AGO,Angola,81.02,11.82451910499988
2020-09-14,AGO,Angola,81.02,11.79631501299988
2020-09-21,AGO,Angola,75.0,11.726569840999876
2020-09-28,AGO,Angola,75.0,11.652795776999875
2020-10-05,AGO,Angola,71.3,12.007725813999874
2020-10-12,AGO,Angola,71.3,12.353549438999872
2020-10-19,AGO,Angola,71.3,12.273797269999871
2020-10-26,AGO,Angola,65.74,12.262393408999868
2020-11-02,AGO,Angola,60.19,12.600627780999869
2020-11-09,AGO,Angola,60.19,12.898160008999866
2020-11-16,AGO,Angola,60.19,13.350268168999866
2020-11-23,AGO,Angola,57.41,13.726382046999866
2020-11-30,AGO,Angola,57.41,14.118927157999863
2020-12-07,AGO,Angola,65.74,14.925244536999854
2020-12-14,AGO,Angola,65.74,15.788406346999846
2020-12-21,AGO,Angola,65.74,16.96167262999984
2020-12-28,AGO,Angola,65.74,18.07230165299984
2021-01-04,AGO,Angola,65.74,19.341465807999825
2021-01-11,AGO,Angola,62.96,20.770179212999818
2021-01-18,AGO,Angola,62.96,22.05237962199981
2021-01-25,AGO,Angola,62.96,23.417681881999805
2021-02-01,AGO,Angola,62.96,24.6524176429998
2021-02-08,AGO,Angola,61.11,26.3562293819998
2021-02-15,AGO,Angola,61.11,28.00320356399979
2021-02-22,AGO,Angola,58.33,29.612106943999784
2021-03-01,AGO,Angola,58.33,31.312785979999784
2021-03-08,AGO,Angola,58.33,32.89202013999977
2021-03-15,AGO,Angola,58.33,34.469432325999776
2021-03-22,AGO,Angola,56.48,35.64562095499977
2021-03-29,AGO,Angola,56.48,37.00612262899977
2021-04-05,AGO,Angola,59.26,38.34204054799976
2021-04-12,AGO,Angola,58.33,39.92389442999976
2021-04-19,AGO,Angola,58.33,41.42497731399976
2021-04-26,AGO,Angola,58.33,42.96581886799976
2021-05-03,AGO,Angola,58.33,44.48811446799975
2021-05-10,AGO,Angola,33.33,46.11684386399975
2021-05-17,AGO,Angola,33.33,47.66702887799974
2021-05-24,AGO,Angola,33.33,49.28621550999974
2021-05-31,AGO,Angola,33.33,51.19894271799974
2021-06-07,AGO,Angola,41.67,53.11760168399975
2021-06-14,AGO,Angola,41.67,55.05894101399976
2021-06-21,AGO,Angola,56.94,57.06429712199976
2021-06-28,AGO,Angola,56.94,59.35171594099977
2021-07-05,AGO,Angola,56.94,61.64457304599976
2021-07-12,AGO,Angola,56.94,63.96043969699975
2021-07-19,AGO,Angola,56.94,66.20276604199975
2021-07-26,AGO,Angola,56.94,68.60719914999976
2021-08-02,AGO,Angola,56.94,70.90311160799975
2021-08-09,AGO,Angola,56.94,72.92631112199975
2021-08-16,AGO,Angola,56.94,74.91766629899975
2021-08-23,AGO,Angola,56.94,77.09344167699975
2021-08-30,AGO,Angola,56.94,79.31558221299974
2021-09-06,AGO,Angola,63.89,81.58878735699973
2021-09-13,AGO,Angola,63.89,83.69781381499975
2021-09-20,AGO,Angola,63.89,86.16110372799973
2021-09-27,AGO,Angola,63.89,89.14449722499974
2021-10-04,AGO,Angola,62.5,91.80281251399974
2021-10-11,AGO,Angola,62.5,94.02823158399974
2021-10-18,AGO,Angola,62.5,96.03672044399974
2021-10-25,AGO,Angola,63.89,98.14938321299974
2021-11-01,AGO,Angola,55.09,100.24513055899976
2021-11-08,AGO,Angola,55.09,102.43470040299974
2021-11-15,AGO,Angola,55.09,104.52254056999976
2021-11-22,AGO,Angola,55.09,106.60193251399976
2021-11-29,AGO,Angola,61.11,108.56726388199976
2021-12-06,AGO,Angola,66.67,110.71498590599975
2021-12-13,AGO,Angola,66.67,113.31585556899977
2021-12-20,AGO,Angola,66.67,116.56332786699976
2021-12-27,AGO,Angola,66.67,119.91194576899976
2022-01-03,AGO,Angola,77.78,123.13404461399976
2022-01-10,AGO,Angola,77.78,125.75824011799976
2022-01-17,AGO,Angola,77.78,128.38243562199978
2020-01-01,ALB,Albania,0.0,0.0
2020-01-06,ALB,Albania,0.0,0.0
2020-01-13,ALB,Albania,0.0,0.0
2020-01-20,ALB,Albania,0.0,0.0
2020-01-27,ALB,Albania,0.0,-1.5356078798106416
2020-02-03,ALB,Albania,0.0,-1.4619940367203368
2020-02-10,ALB,Albania,0.0,-1.3883801936300322
2020-02-17,ALB,Albania,5.56,-1.3147663505397271
2020-02-24,ALB,Albania,5.56,-1.241152507449422
2020-03-02,ALB,Albania,8.33,-0.938160505982898
2020-03-09,ALB,Albania,36.11,-0.6351685045163742
2020-03-16,ALB,Albania,81.48,-0.3321765030498502
2020-03-23,ALB,Albania,84.26,-0.0291845015833261
2020-03-30,ALB,Albania,84.26,0.2738074998831978
2020-04-06,ALB,Albania,84.26,0.9389784198463792
2020-04-13,ALB,Albania,84.26,1.6041493398095603
2020-04-20,ALB,Albania,89.81,2.269320259772741
2020-04-27,ALB,Albania,89.81,2.934491179735923
2020-05-04,ALB,Albania,89.81,3.962155409618057
2020-05-11,ALB,Albania,89.81,4.9898196395001895
2020-05-18,ALB,Albania,83.33,6.017483869382322
2020-05-25,ALB,Albania,83.33,7.045148099264456
2020-06-01,ALB,Albania,71.3,8.481887968137235
2020-06-08,ALB,Albania,71.3,9.918627837010014
2020-06-15,ALB,Albania,71.3,11.355367705882797
2020-06-22,ALB,Albania,68.52,12.792107574755574
2020-06-29,ALB,Albania,68.52,14.228847443628352
2020-07-06,ALB,Albania,62.96,17.589296027021902
2020-07-13,ALB,Albania,62.96,20.94974461041545
2020-07-20,ALB,Albania,62.96,24.310193193809
2020-07-27,ALB,Albania,62.96,27.670641777202555
2020-08-03,ALB,Albania,62.96,33.9124877460317
2020-08-10,ALB,Albania,57.41,40.15433371486085
2020-08-17,ALB,Albania,57.41,46.39617968369
2020-08-24,ALB,Albania,57.41,52.63802565251914
2020-08-31,ALB,Albania,54.63,58.879871621348286
2020-09-07,ALB,Albania,54.63,62.743398879002015
2020-09-14,ALB,Albania,54.63,66.60692613665574
2020-09-21,ALB,Albania,54.63,70.47045339430946
2020-09-28,ALB,Albania,54.63,74.33398065196319
2020-10-05,ALB,Albania,54.63,80.34474892539735
2020-10-12,ALB,Albania,54.63,86.35551719883148
2020-10-19,ALB,Albania,54.63,92.36628547226564
2020-10-26,ALB,Albania,54.63,98.37705374569975
2020-11-02,ALB,Albania,50.93,115.55704888369227
2020-11-09,ALB,Albania,50.93,132.7370440216848
2020-11-16,ALB,Albania,65.74,149.9170391596773
2020-11-23,ALB,Albania,65.74,167.09703429766978
2020-11-30,ALB,Albania,65.74,184.2770294356623
2020-12-07,ALB,Albania,65.74,193.0937411531786
2020-12-14,ALB,Albania,65.74,201.91045287069483
2020-12-21,ALB,Albania,60.19,210.7271645882111
2020-12-28,ALB,Albania,56.48,219.5438763057273
2021-01-04,ALB,Albania,56.48,224.2865332223504
2021-01-11,ALB,Albania,60.19,229.0291901389733
2021-01-18,ALB,Albania,60.19,233.77184705559628
2021-01-25,ALB,Albania,60.19,238.51450397221925
2021-02-01,ALB,Albania,60.19,254.22996196824585
2021-02-08,ALB,Albania,60.19,269.94541996427233
2021-02-15,ALB,Albania,60.19,285.6608779602989
2021-02-22,ALB,Albania,60.19,301.3763359563254
2021-03-01,ALB,Albania,60.19,309.2072986578924
2021-03-08,ALB,Albania,60.19,317.0382613594594
2021-03-15,ALB,Albania,60.19,324.8692240610263
2021-03-22,ALB,Albania,60.19,332.7001867625933
2021-03-29,ALB,Albania,60.19,340.53114946416025
2021-04-05,ALB,Albania,60.19,346.1546651925752
2021-04-12,ALB,Albania,54.63,351.77818092099017
2021-04-19,ALB,Albania,54.63,357.4016966494051
2021-04-26,ALB,Albania,54.63,363.0252123778201
2021-05-03,ALB,Albania,63.89,364.5856381614914
2021-05-10,ALB,Albania,60.19,366.1460639451629
2021-05-17,ALB,Albania,60.19,367.70648972883424
2021-05-24,ALB,Albania,46.3,369.2669155125057
2021-05-31,ALB,Albania,46.3,370.82734129617705
2021-06-07,ALB,Albania,37.96,370.1402352003525
2021-06-14,ALB,Albania,37.96,369.4531291045277
2021-06-21,ALB,Albania,37.96,368.76602300870303
2021-06-28,ALB,Albania,37.96,368.0789169128784
2021-07-05,ALB,Albania,37.96,368.6945964725199
2021-07-12,ALB,Albania,37.96,369.3102760321614
2021-07-19,ALB,Albania,37.96,369.9259555918029
2021-07-26,ALB,Albania,37.96,370.5416351514445
2021-08-02,ALB,Albania,37.96,373.5592651775048
2021-08-09,ALB,Albania,37.96,376.57689520356496
2021-08-16,ALB,Albania,37.96,379.5945252296253
2021-08-23,ALB,Albania,38.89,382.6121552556856
2021-08-30,ALB,Albania,38.89,385.6297852817458
2021-09-06,ALB,Albania,38.89,391.1054846431064
2021-09-13,ALB,Albania,41.67,396.5811840044672
2021-09-20,ALB,Albania,41.67,402.05688336582784
2021-09-27,ALB,Albania,41.67,407.5325827271885
2021-10-04,ALB,Albania,46.3,412.2218214771885
2021-10-11,ALB,Albania,46.3,417.00509593118846
2021-10-18,ALB,Albania,46.3,423.0433723711885
2021-10-25,ALB,Albania,46.3,429.8535286191885
2021-11-01,ALB,Albania,46.3,435.4687527301885
2021-11-08,ALB,Albania,46.3,440.7625843011885
2021-11-15,ALB,Albania,45.37,445.7894069061885
2021-11-22,ALB,Albania,45.37,450.9725403371884
2021-11-29,ALB,Albania,45.37,456.2435662581884
2021-12-06,ALB,Albania,45.37,461.1173697381884
2021-12-13,ALB,Albania,45.37,465.16437939018834
2021-12-20,ALB,Albania,46.3,468.9819979221882
2021-12-27,ALB,Albania,46.3,473.0919786081884
2022-01-03,ALB,Albania,46.3,477.2701237051882
2022-01-10,ALB,Albania,43.52,482.5979614651883
2022-01-17,ALB,Albania,43.52,487.92579922518826
2020-01-01,AND,Andorra,0.0,0.0
2020-01-06,AND,Andorra,0.0,0.0
2020-01-13,AND,Andorra,0.0,0.0
2020-01-20,AND,Andorra,0.0,0.0
2020-01-27,AND,Andorra,0.0,-0.2766918630357602
2020-02-03,AND,Andorra,0.0,1.753580498680262
2020-02-10,AND,Andorra,0.0,3.783852860396284
2020-02-17,AND,Andorra,0.0,5.814125222112305
2020-02-24,AND,Andorra,0.0,7.8443975838283295
2020-03-02,AND,Andorra,0.0,9.90605468591294
2020-03-09,AND,Andorra,0.0,11.967711787997551
2020-03-16,AND,Andorra,31.48,14.029368890082162
2020-03-23,AND,Andorra,31.48,16.091025992166774
2020-03-30,AND,Andorra,48.15,18.152683094251387
2020-04-06,AND,Andorra,48.15,28.749878946964667
2020-04-13,AND,Andorra,56.48,39.34707479967795
2020-04-20,AND,Andorra,52.78,49.944270652391225
2020-04-27,AND,Andorra,52.78,60.5414665051045
2020-05-04,AND,Andorra,52.78,64.58813261896323
2020-05-11,AND,Andorra,50.0,68.63479873282195
2020-05-18,AND,Andorra,50.0,72.6814648466807
2020-05-25,AND,Andorra,50.0,76.72813096053943
2020-06-01,AND,Andorra,50.0,76.64714598226789
2020-06-08,AND,Andorra,42.59,76.56616100399633
2020-06-15,AND,Andorra,42.59,76.48517602572477
2020-06-22,AND,Andorra,42.59,76.40419104745321
2020-06-29,AND,Andorra,42.59,76.32320606918167
2020-07-06,AND,Andorra,31.48,76.63338463146559
2020-07-13,AND,Andorra,41.67,76.94356319374953
2020-07-20,AND,Andorra,41.67,77.25374175603346
2020-07-27,AND,Andorra,41.67,77.5639203183174
2020-08-03,AND,Andorra,41.67,75.59717677886043
2020-08-10,AND,Andorra,41.67,73.63043323940349
2020-08-17,AND,Andorra,41.67,71.66368969994653
2020-08-24,AND,Andorra,41.67,69.69694616048959
2020-08-31,AND,Andorra,41.67,67.73020262103262
2020-09-07,AND,Andorra,41.67,68.13184728483948
2020-09-14,AND,Andorra,41.67,68.53349194864633
2020-09-21,AND,Andorra,50.0,68.93513661245319
2020-09-28,AND,Andorra,50.0,69.33678127626004
2020-10-05,AND,Andorra,50.0,76.06904781781316
2020-10-12,AND,Andorra,50.0,82.80131435936627
2020-10-19,AND,Andorra,53.7,89.53358090091938
2020-10-26,AND,Andorra,59.26,96.26584744247248
2020-11-02,AND,Andorra,59.26,93.95270036958829
2020-11-09,AND,Andorra,59.26,91.63955329670408
2020-11-16,AND,Andorra,59.26,89.32640622381987
2020-11-23,AND,Andorra,59.26,87.01325915093567
2020-11-30,AND,Andorra,55.56,84.70011207805148
2020-12-07,AND,Andorra,55.56,87.403977978063
2020-12-14,AND,Andorra,52.78,90.10784387807452
2020-12-21,AND,Andorra,52.78,92.81170977808604
2020-12-28,AND,Andorra,52.78,95.51557567809758
2021-01-04,AND,Andorra,52.78,98.5127854670976
2021-01-11,AND,Andorra,52.78,105.0658244840976
2021-01-18,AND,Andorra,52.78,112.8396473940976
2021-01-25,AND,Andorra,52.78,120.7219181260976
2021-02-01,AND,Andorra,55.56,126.8778571110976
2021-02-08,AND,Andorra,55.56,132.1553179850976
2021-02-15,AND,Andorra,55.56,136.24531564509758
2021-02-22,AND,Andorra,55.56,141.4617807310976
2021-03-01,AND,Andorra,55.56,143.08953204509757
2021-03-08,AND,Andorra,55.56,145.91470896609758
2021-03-15,AND,Andorra,55.56,150.16319989809756
2021-03-22,AND,Andorra,55.56,151.37267896609754
2021-03-29,AND,Andorra,52.78,153.21625640109755
2021-04-05,AND,Andorra,52.78,158.37515044909753
